Empresa,Departamento,Modalidad Contractual,Mes,Líneas
Nextel del Perú S.A.,Huancavelica,Prepago,Nov-07,-
Telefónica del Perú S.A.A.,Huancavelica,Prepago,Nov-07,17331
TIM Perú S.A.C.,Huancavelica,Prepago,Nov-07,-
América Móvil Perú S.A.C.,Huánuco,Prepago,Nov-07,30250
BellSouth Perú S.A.,Huánuco,Prepago,Nov-07,-
Nextel del Perú S.A.,Huánuco,Prepago,Nov-07,-
Telefónica del Perú S.A.A.,Huánuco,Prepago,Nov-07,93228
TIM Perú S.A.C.,Huánuco,Prepago,Nov-07,-
América Móvil Perú S.A.C.,Ica,Prepago,Nov-07,104055
BellSouth Perú S.A.,Ica,Prepago,Nov-07,-
Nextel del Perú S.A.,Ica,Prepago,Nov-07,-
Telefónica del Perú S.A.A.,Ica,Prepago,Nov-07,300390
TIM Perú S.A.C.,Ica,Prepago,Nov-07,-
América Móvil Perú S.A.C.,Junín,Prepago,Nov-07,91707
BellSouth Perú S.A.,Junín,Prepago,Nov-07,-
Nextel del Perú S.A.,Junín,Prepago,Nov-07,-
Telefónica del Perú S.A.A.,Junín,Prepago,Nov-07,317132
TIM Perú S.A.C.,Junín,Prepago,Nov-07,-
América Móvil Perú S.A.C.,La Libertad,Prepago,Nov-07,231240
BellSouth Perú S.A.,La Libertad,Prepago,Nov-07,-
Nextel del Perú S.A.,La Libertad,Prepago,Nov-07,-
Telefónica del Perú S.A.A.,La Libertad,Prepago,Nov-07,516999
TIM Perú S.A.C.,La Libertad,Prepago,Nov-07,-
América Móvil Perú S.A.C.,Lambayeque,Prepago,Nov-07,104169
BellSouth Perú S.A.,Lambayeque,Prepago,Nov-07,-
Nextel del Perú S.A.,Lambayeque,Prepago,Nov-07,-
Telefónica del Perú S.A.A.,Lambayeque,Prepago,Nov-07,432464
TIM Perú S.A.C.,Lambayeque,Prepago,Nov-07,-
América Móvil Perú S.A.C.,Lima,Prepago,Nov-07,3003482
BellSouth Perú S.A.,Lima,Prepago,Nov-07,-
Nextel del Perú S.A.,Lima,Prepago,Nov-07,112452
Telefónica del Perú S.A.A.,Lima,Prepago,Nov-07,3482362
TIM Perú S.A.C.,Lima,Prepago,Nov-07,-
América Móvil Perú S.A.C.,Loreto,Prepago,Nov-07,50301
BellSouth Perú S.A.,Loreto,Prepago,Nov-07,-
Nextel del Perú S.A.,Loreto,Prepago,Nov-07,-
Telefónica del Perú S.A.A.,Loreto,Prepago,Nov-07,85281
TIM Perú S.A.C.,Loreto,Prepago,Nov-07,-
América Móvil Perú S.A.C.,Madre de Dios,Prepago,Nov-07,36835
BellSouth Perú S.A.,Madre de Dios,Prepago,Nov-07,-
Nextel del Perú S.A.,Madre de Dios,Prepago,Nov-07,-
Telefónica del Perú S.A.A.,Madre de Dios,Prepago,Nov-07,6721
TIM Perú S.A.C.,Madre de Dios,Prepago,Nov-07,-
América Móvil Perú S.A.C.,Moquegua,Prepago,Nov-07,19120
BellSouth Perú S.A.,Moquegua,Prepago,Nov-07,-
Nextel del Perú S.A.,Moquegua,Prepago,Nov-07,-
Telefónica del Perú S.A.A.,Moquegua,Prepago,Nov-07,86301
TIM Perú S.A.C.,Moquegua,Prepago,Nov-07,-
América Móvil Perú S.A.C.,Pasco,Prepago,Nov-07,8978
BellSouth Perú S.A.,Pasco,Prepago,Nov-07,-
Nextel del Perú S.A.,Pasco,Prepago,Nov-07,-
Telefónica del Perú S.A.A.,Pasco,Prepago,Nov-07,62711
TIM Perú S.A.C.,Pasco,Prepago,Nov-07,-
América Móvil Perú S.A.C.,Piura,Prepago,Nov-07,96068
BellSouth Perú S.A.,Piura,Prepago,Nov-07,-
Nextel del Perú S.A.,Piura,Prepago,Nov-07,-
Telefónica del Perú S.A.A.,Piura,Prepago,Nov-07,451974
TIM Perú S.A.C.,Piura,Prepago,Nov-07,-
América Móvil Perú S.A.C.,Puno,Prepago,Nov-07,105313
BellSouth Perú S.A.,Puno,Prepago,Nov-07,-
Nextel del Perú S.A.,Puno,Prepago,Nov-07,-
Telefónica del Perú S.A.A.,Puno,Prepago,Nov-07,320880
TIM Perú S.A.C.,Puno,Prepago,Nov-07,-
América Móvil Perú S.A.C.,San Martín,Prepago,Nov-07,29411
BellSouth Perú S.A.,San Martín,Prepago,Nov-07,-
Nextel del Perú S.A.,San Martín,Prepago,Nov-07,-
Telefónica del Perú S.A.A.,San Martín,Prepago,Nov-07,104721
TIM Perú S.A.C.,San Martín,Prepago,Nov-07,-
América Móvil Perú S.A.C.,Tacna,Prepago,Nov-07,45084
BellSouth Perú S.A.,Tacna,Prepago,Nov-07,-
Nextel del Perú S.A.,Tacna,Prepago,Nov-07,-
Telefónica del Perú S.A.A.,Tacna,Prepago,Nov-07,171539
TIM Perú S.A.C.,Tacna,Prepago,Nov-07,-
América Móvil Perú S.A.C.,Tumbes,Prepago,Nov-07,7491
BellSouth Perú S.A.,Tumbes,Prepago,Nov-07,-
Nextel del Perú S.A.,Tumbes,Prepago,Nov-07,-
Telefónica del Perú S.A.A.,Tumbes,Prepago,Nov-07,97460
TIM Perú S.A.C.,Tumbes,Prepago,Nov-07,-
América Móvil Perú S.A.C.,Ucayali,Prepago,Nov-07,25437
BellSouth Perú S.A.,Ucayali,Prepago,Nov-07,-
Nextel del Perú S.A.,Ucayali,Prepago,Nov-07,-
Telefónica del Perú S.A.A.,Ucayali,Prepago,Nov-07,101241
TIM Perú S.A.C.,Ucayali,Prepago,Nov-07,-
América Móvil Perú S.A.C.,Amazonas,Control,Dic-07,80
BellSouth Perú S.A.,Amazonas,Control,Dic-07,-
Nextel del Perú S.A.,Amazonas,Control,Dic-07,-
Telefónica del Perú S.A.A.,Amazonas,Control,Dic-07,733
TIM Perú S.A.C.,Amazonas,Control,Dic-07,-
América Móvil Perú S.A.C.,Áncash,Control,Dic-07,624
BellSouth Perú S.A.,Áncash,Control,Dic-07,-
Nextel del Perú S.A.,Áncash,Control,Dic-07,-
Telefónica del Perú S.A.A.,Áncash,Control,Dic-07,17468
TIM Perú S.A.C.,Áncash,Control,Dic-07,-
América Móvil Perú S.A.C.,Apurímac,Control,Dic-07,112
BellSouth Perú S.A.,Apurímac,Control,Dic-07,-
Nextel del Perú S.A.,Apurímac,Control,Dic-07,-
Telefónica del Perú S.A.A.,Apurímac,Control,Dic-07,836
TIM Perú S.A.C.,Apurímac,Control,Dic-07,-
América Móvil Perú S.A.C.,Arequipa,Control,Dic-07,5884
BellSouth Perú S.A.,Arequipa,Control,Dic-07,-
Nextel del Perú S.A.,Arequipa,Control,Dic-07,-
Telefónica del Perú S.A.A.,Arequipa,Control,Dic-07,23254
TIM Perú S.A.C.,Arequipa,Control,Dic-07,-
América Móvil Perú S.A.C.,Ayacucho,Control,Dic-07,233
BellSouth Perú S.A.,Ayacucho,Control,Dic-07,-
Nextel del Perú S.A.,Ayacucho,Control,Dic-07,-
Telefónica del Perú S.A.A.,Ayacucho,Control,Dic-07,1652
TIM Perú S.A.C.,Ayacucho,Control,Dic-07,-
América Móvil Perú S.A.C.,Cajamarca,Control,Dic-07,533
BellSouth Perú S.A.,Cajamarca,Control,Dic-07,-
Nextel del Perú S.A.,Cajamarca,Control,Dic-07,-
Telefónica del Perú S.A.A.,Cajamarca,Control,Dic-07,8336
TIM Perú S.A.C.,Cajamarca,Control,Dic-07,-
América Móvil Perú S.A.C.,Cusco,Control,Dic-07,3239
BellSouth Perú S.A.,Cusco,Control,Dic-07,-
Nextel del Perú S.A.,Cusco,Control,Dic-07,-
Telefónica del Perú S.A.A.,Cusco,Control,Dic-07,5863
TIM Perú S.A.C.,Cusco,Control,Dic-07,-
América Móvil Perú S.A.C.,Huancavelica,Control,Dic-07,5
BellSouth Perú S.A.,Huancavelica,Control,Dic-07,-
Nextel del Perú S.A.,Huancavelica,Control,Dic-07,-
Telefónica del Perú S.A.A.,Huancavelica,Control,Dic-07,35
TIM Perú S.A.C.,Huancavelica,Control,Dic-07,-
América Móvil Perú S.A.C.,Huánuco,Control,Dic-07,58
BellSouth Perú S.A.,Huánuco,Control,Dic-07,-
Nextel del Perú S.A.,Huánuco,Control,Dic-07,-
Telefónica del Perú S.A.A.,Huánuco,Control,Dic-07,1332
TIM Perú S.A.C.,Huánuco,Control,Dic-07,-
América Móvil Perú S.A.C.,Ica,Control,Dic-07,1127
BellSouth Perú S.A.,Ica,Control,Dic-07,-
Nextel del Perú S.A.,Ica,Control,Dic-07,-
Telefónica del Perú S.A.A.,Ica,Control,Dic-07,5152
TIM Perú S.A.C.,Ica,Control,Dic-07,-
América Móvil Perú S.A.C.,Junín,Control,Dic-07,482
BellSouth Perú S.A.,Junín,Control,Dic-07,-
Nextel del Perú S.A.,Junín,Control,Dic-07,-
Telefónica del Perú S.A.A.,Junín,Control,Dic-07,3517
TIM Perú S.A.C.,Junín,Control,Dic-07,-
América Móvil Perú S.A.C.,La Libertad,Control,Dic-07,6808
BellSouth Perú S.A.,La Libertad,Control,Dic-07,-
Nextel del Perú S.A.,La Libertad,Control,Dic-07,-
Telefónica del Perú S.A.A.,La Libertad,Control,Dic-07,15252
TIM Perú S.A.C.,La Libertad,Control,Dic-07,-
América Móvil Perú S.A.C.,Lambayeque,Control,Dic-07,2113
BellSouth Perú S.A.,Lambayeque,Control,Dic-07,-
Nextel del Perú S.A.,Lambayeque,Control,Dic-07,-
Telefónica del Perú S.A.A.,Lambayeque,Control,Dic-07,16015
TIM Perú S.A.C.,Lambayeque,Control,Dic-07,-
América Móvil Perú S.A.C.,Lima,Control,Dic-07,55327
BellSouth Perú S.A.,Lima,Control,Dic-07,-
Nextel del Perú S.A.,Lima,Control,Dic-07,216151
Telefónica del Perú S.A.A.,Lima,Control,Dic-07,112765
TIM Perú S.A.C.,Lima,Control,Dic-07,-
América Móvil Perú S.A.C.,Loreto,Control,Dic-07,1210
BellSouth Perú S.A.,Loreto,Control,Dic-07,-
Nextel del Perú S.A.,Loreto,Control,Dic-07,-
Telefónica del Perú S.A.A.,Loreto,Control,Dic-07,2542
TIM Perú S.A.C.,Loreto,Control,Dic-07,-
América Móvil Perú S.A.C.,Madre de Dios,Control,Dic-07,578
BellSouth Perú S.A.,Madre de Dios,Control,Dic-07,-
Nextel del Perú S.A.,Madre de Dios,Control,Dic-07,-
Telefónica del Perú S.A.A.,Madre de Dios,Control,Dic-07,99
TIM Perú S.A.C.,Madre de Dios,Control,Dic-07,-
América Móvil Perú S.A.C.,Moquegua,Control,Dic-07,404
BellSouth Perú S.A.,Moquegua,Control,Dic-07,-
Nextel del Perú S.A.,Moquegua,Control,Dic-07,-
Telefónica del Perú S.A.A.,Moquegua,Control,Dic-07,2394
TIM Perú S.A.C.,Moquegua,Control,Dic-07,-
América Móvil Perú S.A.C.,Pasco,Control,Dic-07,15
BellSouth Perú S.A.,Pasco,Control,Dic-07,-
Nextel del Perú S.A.,Pasco,Control,Dic-07,-
Telefónica del Perú S.A.A.,Pasco,Control,Dic-07,75
TIM Perú S.A.C.,Pasco,Control,Dic-07,-
América Móvil Perú S.A.C.,Piura,Control,Dic-07,2588
BellSouth Perú S.A.,Piura,Control,Dic-07,-
Nextel del Perú S.A.,Piura,Control,Dic-07,-
Telefónica del Perú S.A.A.,Piura,Control,Dic-07,13620
TIM Perú S.A.C.,Piura,Control,Dic-07,-
América Móvil Perú S.A.C.,Puno,Control,Dic-07,534
BellSouth Perú S.A.,Puno,Control,Dic-07,-
Nextel del Perú S.A.,Puno,Control,Dic-07,-
Telefónica del Perú S.A.A.,Puno,Control,Dic-07,3707
TIM Perú S.A.C.,Puno,Control,Dic-07,-
América Móvil Perú S.A.C.,San Martín,Control,Dic-07,96
BellSouth Perú S.A.,San Martín,Control,Dic-07,-
Nextel del Perú S.A.,San Martín,Control,Dic-07,-
Telefónica del Perú S.A.A.,San Martín,Control,Dic-07,314
TIM Perú S.A.C.,San Martín,Control,Dic-07,-
América Móvil Perú S.A.C.,Tacna,Control,Dic-07,1366
BellSouth Perú S.A.,Tacna,Control,Dic-07,-
Nextel del Perú S.A.,Tacna,Control,Dic-07,-
Telefónica del Perú S.A.A.,Tacna,Control,Dic-07,5920
TIM Perú S.A.C.,Tacna,Control,Dic-07,-
América Móvil Perú S.A.C.,Tumbes,Control,Dic-07,128
BellSouth Perú S.A.,Tumbes,Control,Dic-07,-
Nextel del Perú S.A.,Tumbes,Control,Dic-07,-
Telefónica del Perú S.A.A.,Tumbes,Control,Dic-07,2012
TIM Perú S.A.C.,Tumbes,Control,Dic-07,-
América Móvil Perú S.A.C.,Ucayali,Control,Dic-07,186
BellSouth Perú S.A.,Ucayali,Control,Dic-07,-
Nextel del Perú S.A.,Ucayali,Control,Dic-07,-
Telefónica del Perú S.A.A.,Ucayali,Control,Dic-07,804
TIM Perú S.A.C.,Ucayali,Control,Dic-07,-
América Móvil Perú S.A.C.,Amazonas,Postpago,Dic-07,493
BellSouth Perú S.A.,Amazonas,Postpago,Dic-07,-
Nextel del Perú S.A.,Amazonas,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Amazonas,Postpago,Dic-07,1760
TIM Perú S.A.C.,Amazonas,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Áncash,Postpago,Dic-07,4396
BellSouth Perú S.A.,Áncash,Postpago,Dic-07,-
Nextel del Perú S.A.,Áncash,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Áncash,Postpago,Dic-07,15165
TIM Perú S.A.C.,Áncash,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Apurímac,Postpago,Dic-07,437
BellSouth Perú S.A.,Apurímac,Postpago,Dic-07,-
Nextel del Perú S.A.,Apurímac,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Apurímac,Postpago,Dic-07,1641
TIM Perú S.A.C.,Apurímac,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Arequipa,Postpago,Dic-07,29348
BellSouth Perú S.A.,Arequipa,Postpago,Dic-07,-
Nextel del Perú S.A.,Arequipa,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Arequipa,Postpago,Dic-07,38297
TIM Perú S.A.C.,Arequipa,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Ayacucho,Postpago,Dic-07,1308
BellSouth Perú S.A.,Ayacucho,Postpago,Dic-07,-
Nextel del Perú S.A.,Ayacucho,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Ayacucho,Postpago,Dic-07,5589
TIM Perú S.A.C.,Ayacucho,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Cajamarca,Postpago,Dic-07,2289
BellSouth Perú S.A.,Cajamarca,Postpago,Dic-07,-
Nextel del Perú S.A.,Cajamarca,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Cajamarca,Postpago,Dic-07,18045
TIM Perú S.A.C.,Cajamarca,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Cusco,Postpago,Dic-07,12840
BellSouth Perú S.A.,Cusco,Postpago,Dic-07,-
Nextel del Perú S.A.,Cusco,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Cusco,Postpago,Dic-07,12028
TIM Perú S.A.C.,Cusco,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Huancavelica,Postpago,Dic-07,108
BellSouth Perú S.A.,Huancavelica,Postpago,Dic-07,-
Nextel del Perú S.A.,Huancavelica,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Huancavelica,Postpago,Dic-07,498
TIM Perú S.A.C.,Huancavelica,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Huánuco,Postpago,Dic-07,540
BellSouth Perú S.A.,Huánuco,Postpago,Dic-07,-
Nextel del Perú S.A.,Huánuco,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Huánuco,Postpago,Dic-07,5033
TIM Perú S.A.C.,Huánuco,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Ica,Postpago,Dic-07,3537
BellSouth Perú S.A.,Ica,Postpago,Dic-07,-
Nextel del Perú S.A.,Ica,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Ica,Postpago,Dic-07,9128
TIM Perú S.A.C.,Ica,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Junín,Postpago,Dic-07,4168
BellSouth Perú S.A.,Junín,Postpago,Dic-07,-
Nextel del Perú S.A.,Junín,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Junín,Postpago,Dic-07,13539
TIM Perú S.A.C.,Junín,Postpago,Dic-07,-
América Móvil Perú S.A.C.,La Libertad,Postpago,Dic-07,15382
BellSouth Perú S.A.,La Libertad,Postpago,Dic-07,-
Nextel del Perú S.A.,La Libertad,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,La Libertad,Postpago,Dic-07,26100
TIM Perú S.A.C.,La Libertad,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Lambayeque,Postpago,Dic-07,8820
BellSouth Perú S.A.,Lambayeque,Postpago,Dic-07,-
Nextel del Perú S.A.,Lambayeque,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Lambayeque,Postpago,Dic-07,18852
TIM Perú S.A.C.,Lambayeque,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Lima,Postpago,Dic-07,335794
BellSouth Perú S.A.,Lima,Postpago,Dic-07,-
Nextel del Perú S.A.,Lima,Postpago,Dic-07,138019
Telefónica del Perú S.A.A.,Lima,Postpago,Dic-07,350207
TIM Perú S.A.C.,Lima,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Loreto,Postpago,Dic-07,2603
BellSouth Perú S.A.,Loreto,Postpago,Dic-07,-
Nextel del Perú S.A.,Loreto,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Loreto,Postpago,Dic-07,7747
TIM Perú S.A.C.,Loreto,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Madre de Dios,Postpago,Dic-07,1644
BellSouth Perú S.A.,Madre de Dios,Postpago,Dic-07,-
Nextel del Perú S.A.,Madre de Dios,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Madre de Dios,Postpago,Dic-07,648
TIM Perú S.A.C.,Madre de Dios,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Moquegua,Postpago,Dic-07,1573
BellSouth Perú S.A.,Moquegua,Postpago,Dic-07,-
Nextel del Perú S.A.,Moquegua,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Moquegua,Postpago,Dic-07,4623
TIM Perú S.A.C.,Moquegua,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Pasco,Postpago,Dic-07,203
BellSouth Perú S.A.,Pasco,Postpago,Dic-07,-
Nextel del Perú S.A.,Pasco,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Pasco,Postpago,Dic-07,997
TIM Perú S.A.C.,Pasco,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Piura,Postpago,Dic-07,5603
BellSouth Perú S.A.,Piura,Postpago,Dic-07,-
Nextel del Perú S.A.,Piura,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Piura,Postpago,Dic-07,18782
TIM Perú S.A.C.,Piura,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Puno,Postpago,Dic-07,5307
BellSouth Perú S.A.,Puno,Postpago,Dic-07,-
Nextel del Perú S.A.,Puno,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Puno,Postpago,Dic-07,7942
TIM Perú S.A.C.,Puno,Postpago,Dic-07,-
América Móvil Perú S.A.C.,San Martín,Postpago,Dic-07,1114
BellSouth Perú S.A.,San Martín,Postpago,Dic-07,-
Nextel del Perú S.A.,San Martín,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,San Martín,Postpago,Dic-07,8943
TIM Perú S.A.C.,San Martín,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Tacna,Postpago,Dic-07,3936
BellSouth Perú S.A.,Tacna,Postpago,Dic-07,-
Nextel del Perú S.A.,Tacna,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Tacna,Postpago,Dic-07,7936
TIM Perú S.A.C.,Tacna,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Tumbes,Postpago,Dic-07,458
BellSouth Perú S.A.,Tumbes,Postpago,Dic-07,-
Nextel del Perú S.A.,Tumbes,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Tumbes,Postpago,Dic-07,4178
TIM Perú S.A.C.,Tumbes,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Ucayali,Postpago,Dic-07,995
BellSouth Perú S.A.,Ucayali,Postpago,Dic-07,-
Nextel del Perú S.A.,Ucayali,Postpago,Dic-07,-
Telefónica del Perú S.A.A.,Ucayali,Postpago,Dic-07,6956
TIM Perú S.A.C.,Ucayali,Postpago,Dic-07,-
América Móvil Perú S.A.C.,Amazonas,Prepago,Dic-07,11473
BellSouth Perú S.A.,Amazonas,Prepago,Dic-07,-
Nextel del Perú S.A.,Amazonas,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Amazonas,Prepago,Dic-07,39859
TIM Perú S.A.C.,Amazonas,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Áncash,Prepago,Dic-07,85263
BellSouth Perú S.A.,Áncash,Prepago,Dic-07,-
Nextel del Perú S.A.,Áncash,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Áncash,Prepago,Dic-07,281877
TIM Perú S.A.C.,Áncash,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Apurímac,Prepago,Dic-07,16652
BellSouth Perú S.A.,Apurímac,Prepago,Dic-07,-
Nextel del Perú S.A.,Apurímac,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Apurímac,Prepago,Dic-07,51851
TIM Perú S.A.C.,Apurímac,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Arequipa,Prepago,Dic-07,251164
BellSouth Perú S.A.,Arequipa,Prepago,Dic-07,-
Nextel del Perú S.A.,Arequipa,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Arequipa,Prepago,Dic-07,558564
TIM Perú S.A.C.,Arequipa,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Ayacucho,Prepago,Dic-07,73006
BellSouth Perú S.A.,Ayacucho,Prepago,Dic-07,-
Nextel del Perú S.A.,Ayacucho,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Ayacucho,Prepago,Dic-07,106919
TIM Perú S.A.C.,Ayacucho,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Cajamarca,Prepago,Dic-07,26232
BellSouth Perú S.A.,Cajamarca,Prepago,Dic-07,-
Nextel del Perú S.A.,Cajamarca,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Cajamarca,Prepago,Dic-07,282405
TIM Perú S.A.C.,Cajamarca,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Cusco,Prepago,Dic-07,194287
BellSouth Perú S.A.,Cusco,Prepago,Dic-07,-
Nextel del Perú S.A.,Cusco,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Cusco,Prepago,Dic-07,208725
TIM Perú S.A.C.,Cusco,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Huancavelica,Prepago,Dic-07,8568
BellSouth Perú S.A.,Huancavelica,Prepago,Dic-07,-
Nextel del Perú S.A.,Huancavelica,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Huancavelica,Prepago,Dic-07,19022
TIM Perú S.A.C.,Huancavelica,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Huánuco,Prepago,Dic-07,33646
BellSouth Perú S.A.,Huánuco,Prepago,Dic-07,-
Nextel del Perú S.A.,Huánuco,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Huánuco,Prepago,Dic-07,99880
TIM Perú S.A.C.,Huánuco,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Ica,Prepago,Dic-07,112839
BellSouth Perú S.A.,Ica,Prepago,Dic-07,-
Nextel del Perú S.A.,Ica,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Ica,Prepago,Dic-07,324281
TIM Perú S.A.C.,Ica,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Junín,Prepago,Dic-07,100649
BellSouth Perú S.A.,Junín,Prepago,Dic-07,-
Nextel del Perú S.A.,Junín,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Junín,Prepago,Dic-07,339430
TIM Perú S.A.C.,Junín,Prepago,Dic-07,-
América Móvil Perú S.A.C.,La Libertad,Prepago,Dic-07,245840
BellSouth Perú S.A.,La Libertad,Prepago,Dic-07,-
Nextel del Perú S.A.,La Libertad,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,La Libertad,Prepago,Dic-07,556498
TIM Perú S.A.C.,La Libertad,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Lambayeque,Prepago,Dic-07,110788
BellSouth Perú S.A.,Lambayeque,Prepago,Dic-07,-
Nextel del Perú S.A.,Lambayeque,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Lambayeque,Prepago,Dic-07,470531
TIM Perú S.A.C.,Lambayeque,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Lima,Prepago,Dic-07,3249633
BellSouth Perú S.A.,Lima,Prepago,Dic-07,-
Nextel del Perú S.A.,Lima,Prepago,Dic-07,118639
Telefónica del Perú S.A.A.,Lima,Prepago,Dic-07,3661592
TIM Perú S.A.C.,Lima,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Loreto,Prepago,Dic-07,54305
BellSouth Perú S.A.,Loreto,Prepago,Dic-07,-
Nextel del Perú S.A.,Loreto,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Loreto,Prepago,Dic-07,90245
TIM Perú S.A.C.,Loreto,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Madre de Dios,Prepago,Dic-07,40312
BellSouth Perú S.A.,Madre de Dios,Prepago,Dic-07,-
Nextel del Perú S.A.,Madre de Dios,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Madre de Dios,Prepago,Dic-07,7408
TIM Perú S.A.C.,Madre de Dios,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Moquegua,Prepago,Dic-07,21313
BellSouth Perú S.A.,Moquegua,Prepago,Dic-07,-
Nextel del Perú S.A.,Moquegua,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Moquegua,Prepago,Dic-07,91949
TIM Perú S.A.C.,Moquegua,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Pasco,Prepago,Dic-07,9941
BellSouth Perú S.A.,Pasco,Prepago,Dic-07,-
Nextel del Perú S.A.,Pasco,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Pasco,Prepago,Dic-07,68277
TIM Perú S.A.C.,Pasco,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Piura,Prepago,Dic-07,101473
BellSouth Perú S.A.,Piura,Prepago,Dic-07,-
Nextel del Perú S.A.,Piura,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Piura,Prepago,Dic-07,487026
TIM Perú S.A.C.,Piura,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Puno,Prepago,Dic-07,118456
BellSouth Perú S.A.,Puno,Prepago,Dic-07,-
Nextel del Perú S.A.,Puno,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Puno,Prepago,Dic-07,350536
TIM Perú S.A.C.,Puno,Prepago,Dic-07,-
América Móvil Perú S.A.C.,San Martín,Prepago,Dic-07,32114
BellSouth Perú S.A.,San Martín,Prepago,Dic-07,-
Nextel del Perú S.A.,San Martín,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,San Martín,Prepago,Dic-07,114601
TIM Perú S.A.C.,San Martín,Prepago,Dic-07,-
América Móvil Perú S.A.C.,Tacna,Prepago,Dic-07,48170
BellSouth Perú S.A.,Tacna,Prepago,Dic-07,-
Nextel del Perú S.A.,Tacna,Prepago,Dic-07,-
Telefónica del Perú S.A.A.,Tacna,Prepago,Dic-07,183557
