Empresa,Departamento,Mod_contract,Fecha,Lineas
Nextel del Peru S.A.,Puno,control,2009-12-01,NA
Telefonica del Peru S.A.A.,Puno,control,2009-12-01,4399
TIM Peru S.A.C.,Puno,control,2009-12-01,NA
America Movil Peru S.A.C.,San Martin,control,2009-12-01,485
BellSouth Peru S.A.,San Martin,control,2009-12-01,NA
Nextel del Peru S.A.,San Martin,control,2009-12-01,NA
Telefonica del Peru S.A.A.,San Martin,control,2009-12-01,1692
TIM Peru S.A.C.,San Martin,control,2009-12-01,NA
America Movil Peru S.A.C.,Tacna,control,2009-12-01,1414
BellSouth Peru S.A.,Tacna,control,2009-12-01,NA
Nextel del Peru S.A.,Tacna,control,2009-12-01,NA
Telefonica del Peru S.A.A.,Tacna,control,2009-12-01,7404
TIM Peru S.A.C.,Tacna,control,2009-12-01,NA
America Movil Peru S.A.C.,Tumbes,control,2009-12-01,103
BellSouth Peru S.A.,Tumbes,control,2009-12-01,NA
Nextel del Peru S.A.,Tumbes,control,2009-12-01,NA
Telefonica del Peru S.A.A.,Tumbes,control,2009-12-01,2782
TIM Peru S.A.C.,Tumbes,control,2009-12-01,NA
America Movil Peru S.A.C.,Ucayali,control,2009-12-01,158
BellSouth Peru S.A.,Ucayali,control,2009-12-01,NA
Nextel del Peru S.A.,Ucayali,control,2009-12-01,NA
Telefonica del Peru S.A.A.,Ucayali,control,2009-12-01,3394
TIM Peru S.A.C.,Ucayali,control,2009-12-01,NA
America Movil Peru S.A.C.,Amazonas,postpago,2009-12-01,613
BellSouth Peru S.A.,Amazonas,postpago,2009-12-01,NA
Nextel del Peru S.A.,Amazonas,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Amazonas,postpago,2009-12-01,3678
TIM Peru S.A.C.,Amazonas,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Ancash,postpago,2009-12-01,7136
BellSouth Peru S.A.,Ancash,postpago,2009-12-01,NA
Nextel del Peru S.A.,Ancash,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Ancash,postpago,2009-12-01,23710
TIM Peru S.A.C.,Ancash,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Apurimac,postpago,2009-12-01,1628
BellSouth Peru S.A.,Apurimac,postpago,2009-12-01,NA
Nextel del Peru S.A.,Apurimac,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Apurimac,postpago,2009-12-01,3506
TIM Peru S.A.C.,Apurimac,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Arequipa,postpago,2009-12-01,60393
BellSouth Peru S.A.,Arequipa,postpago,2009-12-01,NA
Nextel del Peru S.A.,Arequipa,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Arequipa,postpago,2009-12-01,52230
TIM Peru S.A.C.,Arequipa,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Ayacucho,postpago,2009-12-01,2790
BellSouth Peru S.A.,Ayacucho,postpago,2009-12-01,NA
Nextel del Peru S.A.,Ayacucho,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Ayacucho,postpago,2009-12-01,18140
TIM Peru S.A.C.,Ayacucho,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Cajamarca,postpago,2009-12-01,21349
BellSouth Peru S.A.,Cajamarca,postpago,2009-12-01,NA
Nextel del Peru S.A.,Cajamarca,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Cajamarca,postpago,2009-12-01,28311
TIM Peru S.A.C.,Cajamarca,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Cusco,postpago,2009-12-01,25416
BellSouth Peru S.A.,Cusco,postpago,2009-12-01,NA
Nextel del Peru S.A.,Cusco,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Cusco,postpago,2009-12-01,17214
TIM Peru S.A.C.,Cusco,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Huancavelica,postpago,2009-12-01,656
BellSouth Peru S.A.,Huancavelica,postpago,2009-12-01,NA
Nextel del Peru S.A.,Huancavelica,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Huancavelica,postpago,2009-12-01,1118
TIM Peru S.A.C.,Huancavelica,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Huanuco,postpago,2009-12-01,2837
BellSouth Peru S.A.,Huanuco,postpago,2009-12-01,NA
Nextel del Peru S.A.,Huanuco,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Huanuco,postpago,2009-12-01,10370
TIM Peru S.A.C.,Huanuco,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Ica,postpago,2009-12-01,7919
BellSouth Peru S.A.,Ica,postpago,2009-12-01,NA
Nextel del Peru S.A.,Ica,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Ica,postpago,2009-12-01,16721
TIM Peru S.A.C.,Ica,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Junin,postpago,2009-12-01,10714
BellSouth Peru S.A.,Junin,postpago,2009-12-01,NA
Nextel del Peru S.A.,Junin,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Junin,postpago,2009-12-01,29880
TIM Peru S.A.C.,Junin,postpago,2009-12-01,NA
America Movil Peru S.A.C.,La Libertad,postpago,2009-12-01,33433
BellSouth Peru S.A.,La Libertad,postpago,2009-12-01,NA
Nextel del Peru S.A.,La Libertad,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,La Libertad,postpago,2009-12-01,47251
TIM Peru S.A.C.,La Libertad,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Lambayeque,postpago,2009-12-01,16020
BellSouth Peru S.A.,Lambayeque,postpago,2009-12-01,NA
Nextel del Peru S.A.,Lambayeque,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Lambayeque,postpago,2009-12-01,36831
TIM Peru S.A.C.,Lambayeque,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Lima,postpago,2009-12-01,588604
BellSouth Peru S.A.,Lima,postpago,2009-12-01,NA
Nextel del Peru S.A.,Lima,postpago,2009-12-01,141356
Telefonica del Peru S.A.A.,Lima,postpago,2009-12-01,507746
TIM Peru S.A.C.,Lima,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Loreto,postpago,2009-12-01,5144
BellSouth Peru S.A.,Loreto,postpago,2009-12-01,NA
Nextel del Peru S.A.,Loreto,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Loreto,postpago,2009-12-01,17547
TIM Peru S.A.C.,Loreto,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Madre de Dios,postpago,2009-12-01,3182
BellSouth Peru S.A.,Madre de Dios,postpago,2009-12-01,NA
Nextel del Peru S.A.,Madre de Dios,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Madre de Dios,postpago,2009-12-01,1091
TIM Peru S.A.C.,Madre de Dios,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Moquegua,postpago,2009-12-01,3985
BellSouth Peru S.A.,Moquegua,postpago,2009-12-01,NA
Nextel del Peru S.A.,Moquegua,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Moquegua,postpago,2009-12-01,7866
TIM Peru S.A.C.,Moquegua,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Pasco,postpago,2009-12-01,699
BellSouth Peru S.A.,Pasco,postpago,2009-12-01,NA
Nextel del Peru S.A.,Pasco,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Pasco,postpago,2009-12-01,2821
TIM Peru S.A.C.,Pasco,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Piura,postpago,2009-12-01,11752
BellSouth Peru S.A.,Piura,postpago,2009-12-01,NA
Nextel del Peru S.A.,Piura,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Piura,postpago,2009-12-01,41277
TIM Peru S.A.C.,Piura,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Puno,postpago,2009-12-01,9062
BellSouth Peru S.A.,Puno,postpago,2009-12-01,NA
Nextel del Peru S.A.,Puno,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Puno,postpago,2009-12-01,14506
TIM Peru S.A.C.,Puno,postpago,2009-12-01,NA
America Movil Peru S.A.C.,San Martin,postpago,2009-12-01,3237
BellSouth Peru S.A.,San Martin,postpago,2009-12-01,NA
Nextel del Peru S.A.,San Martin,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,San Martin,postpago,2009-12-01,27237
TIM Peru S.A.C.,San Martin,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Tacna,postpago,2009-12-01,6942
BellSouth Peru S.A.,Tacna,postpago,2009-12-01,NA
Nextel del Peru S.A.,Tacna,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Tacna,postpago,2009-12-01,13664
TIM Peru S.A.C.,Tacna,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Tumbes,postpago,2009-12-01,1268
BellSouth Peru S.A.,Tumbes,postpago,2009-12-01,NA
Nextel del Peru S.A.,Tumbes,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Tumbes,postpago,2009-12-01,10867
TIM Peru S.A.C.,Tumbes,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Ucayali,postpago,2009-12-01,3558
BellSouth Peru S.A.,Ucayali,postpago,2009-12-01,NA
Nextel del Peru S.A.,Ucayali,postpago,2009-12-01,NA
Telefonica del Peru S.A.A.,Ucayali,postpago,2009-12-01,16667
TIM Peru S.A.C.,Ucayali,postpago,2009-12-01,NA
America Movil Peru S.A.C.,Amazonas,prepago,2009-12-01,21304
BellSouth Peru S.A.,Amazonas,prepago,2009-12-01,NA
Nextel del Peru S.A.,Amazonas,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Amazonas,prepago,2009-12-01,101459
TIM Peru S.A.C.,Amazonas,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Ancash,prepago,2009-12-01,119404
BellSouth Peru S.A.,Ancash,prepago,2009-12-01,NA
Nextel del Peru S.A.,Ancash,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Ancash,prepago,2009-12-01,537202
TIM Peru S.A.C.,Ancash,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Apurimac,prepago,2009-12-01,49304
BellSouth Peru S.A.,Apurimac,prepago,2009-12-01,NA
Nextel del Peru S.A.,Apurimac,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Apurimac,prepago,2009-12-01,105455
TIM Peru S.A.C.,Apurimac,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Arequipa,prepago,2009-12-01,419196
BellSouth Peru S.A.,Arequipa,prepago,2009-12-01,NA
Nextel del Peru S.A.,Arequipa,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Arequipa,prepago,2009-12-01,779513
TIM Peru S.A.C.,Arequipa,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Ayacucho,prepago,2009-12-01,112696
BellSouth Peru S.A.,Ayacucho,prepago,2009-12-01,NA
Nextel del Peru S.A.,Ayacucho,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Ayacucho,prepago,2009-12-01,290030
TIM Peru S.A.C.,Ayacucho,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Cajamarca,prepago,2009-12-01,58638
BellSouth Peru S.A.,Cajamarca,prepago,2009-12-01,NA
Nextel del Peru S.A.,Cajamarca,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Cajamarca,prepago,2009-12-01,557482
TIM Peru S.A.C.,Cajamarca,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Cusco,prepago,2009-12-01,411121
BellSouth Peru S.A.,Cusco,prepago,2009-12-01,NA
Nextel del Peru S.A.,Cusco,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Cusco,prepago,2009-12-01,425229
TIM Peru S.A.C.,Cusco,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Huancavelica,prepago,2009-12-01,31372
BellSouth Peru S.A.,Huancavelica,prepago,2009-12-01,NA
Nextel del Peru S.A.,Huancavelica,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Huancavelica,prepago,2009-12-01,40090
TIM Peru S.A.C.,Huancavelica,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Huanuco,prepago,2009-12-01,94227
BellSouth Peru S.A.,Huanuco,prepago,2009-12-01,NA
Nextel del Peru S.A.,Huanuco,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Huanuco,prepago,2009-12-01,218755
TIM Peru S.A.C.,Huanuco,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Ica,prepago,2009-12-01,142224
BellSouth Peru S.A.,Ica,prepago,2009-12-01,NA
Nextel del Peru S.A.,Ica,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Ica,prepago,2009-12-01,560288
TIM Peru S.A.C.,Ica,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Junin,prepago,2009-12-01,211639
BellSouth Peru S.A.,Junin,prepago,2009-12-01,NA
Nextel del Peru S.A.,Junin,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Junin,prepago,2009-12-01,677374
TIM Peru S.A.C.,Junin,prepago,2009-12-01,NA
America Movil Peru S.A.C.,La Libertad,prepago,2009-12-01,355062
BellSouth Peru S.A.,La Libertad,prepago,2009-12-01,NA
Nextel del Peru S.A.,La Libertad,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,La Libertad,prepago,2009-12-01,922635
TIM Peru S.A.C.,La Libertad,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Lambayeque,prepago,2009-12-01,161782
BellSouth Peru S.A.,Lambayeque,prepago,2009-12-01,NA
Nextel del Peru S.A.,Lambayeque,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Lambayeque,prepago,2009-12-01,791356
TIM Peru S.A.C.,Lambayeque,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Lima,prepago,2009-12-01,4371832
BellSouth Peru S.A.,Lima,prepago,2009-12-01,NA
Nextel del Peru S.A.,Lima,prepago,2009-12-01,277910
Telefonica del Peru S.A.A.,Lima,prepago,2009-12-01,5452517
TIM Peru S.A.C.,Lima,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Loreto,prepago,2009-12-01,81805
BellSouth Peru S.A.,Loreto,prepago,2009-12-01,NA
Nextel del Peru S.A.,Loreto,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Loreto,prepago,2009-12-01,185127
TIM Peru S.A.C.,Loreto,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Madre de Dios,prepago,2009-12-01,82455
BellSouth Peru S.A.,Madre de Dios,prepago,2009-12-01,NA
Nextel del Peru S.A.,Madre de Dios,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Madre de Dios,prepago,2009-12-01,16355
TIM Peru S.A.C.,Madre de Dios,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Moquegua,prepago,2009-12-01,33234
BellSouth Peru S.A.,Moquegua,prepago,2009-12-01,NA
Nextel del Peru S.A.,Moquegua,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Moquegua,prepago,2009-12-01,126168
TIM Peru S.A.C.,Moquegua,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Pasco,prepago,2009-12-01,22784
BellSouth Peru S.A.,Pasco,prepago,2009-12-01,NA
Nextel del Peru S.A.,Pasco,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Pasco,prepago,2009-12-01,132400
TIM Peru S.A.C.,Pasco,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Piura,prepago,2009-12-01,142593
BellSouth Peru S.A.,Piura,prepago,2009-12-01,NA
Nextel del Peru S.A.,Piura,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Piura,prepago,2009-12-01,870628
TIM Peru S.A.C.,Piura,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Puno,prepago,2009-12-01,263365
BellSouth Peru S.A.,Puno,prepago,2009-12-01,NA
Nextel del Peru S.A.,Puno,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Puno,prepago,2009-12-01,628718
TIM Peru S.A.C.,Puno,prepago,2009-12-01,NA
America Movil Peru S.A.C.,San Martin,prepago,2009-12-01,62666
BellSouth Peru S.A.,San Martin,prepago,2009-12-01,NA
Nextel del Peru S.A.,San Martin,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,San Martin,prepago,2009-12-01,287242
TIM Peru S.A.C.,San Martin,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Tacna,prepago,2009-12-01,54629
BellSouth Peru S.A.,Tacna,prepago,2009-12-01,NA
Nextel del Peru S.A.,Tacna,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Tacna,prepago,2009-12-01,286609
TIM Peru S.A.C.,Tacna,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Tumbes,prepago,2009-12-01,11935
BellSouth Peru S.A.,Tumbes,prepago,2009-12-01,NA
Nextel del Peru S.A.,Tumbes,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Tumbes,prepago,2009-12-01,163455
TIM Peru S.A.C.,Tumbes,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Ucayali,prepago,2009-12-01,43289
BellSouth Peru S.A.,Ucayali,prepago,2009-12-01,NA
Nextel del Peru S.A.,Ucayali,prepago,2009-12-01,NA
Telefonica del Peru S.A.A.,Ucayali,prepago,2009-12-01,215237
TIM Peru S.A.C.,Ucayali,prepago,2009-12-01,NA
America Movil Peru S.A.C.,Amazonas,control,2010-01-01,66
BellSouth Peru S.A.,Amazonas,control,2010-01-01,NA
Nextel del Peru S.A.,Amazonas,control,2010-01-01,0
Telefonica del Peru S.A.A.,Amazonas,control,2010-01-01,693
TIM Peru S.A.C.,Amazonas,control,2010-01-01,NA
America Movil Peru S.A.C.,Ancash,control,2010-01-01,745
BellSouth Peru S.A.,Ancash,control,2010-01-01,NA
Nextel del Peru S.A.,Ancash,control,2010-01-01,0
Telefonica del Peru S.A.A.,Ancash,control,2010-01-01,12077
TIM Peru S.A.C.,Ancash,control,2010-01-01,NA
America Movil Peru S.A.C.,Apurimac,control,2010-01-01,140
BellSouth Peru S.A.,Apurimac,control,2010-01-01,NA
Nextel del Peru S.A.,Apurimac,control,2010-01-01,0
Telefonica del Peru S.A.A.,Apurimac,control,2010-01-01,904
TIM Peru S.A.C.,Apurimac,control,2010-01-01,NA
America Movil Peru S.A.C.,Arequipa,control,2010-01-01,7945
BellSouth Peru S.A.,Arequipa,control,2010-01-01,NA
Nextel del Peru S.A.,Arequipa,control,2010-01-01,0
Telefonica del Peru S.A.A.,Arequipa,control,2010-01-01,24095
TIM Peru S.A.C.,Arequipa,control,2010-01-01,NA
America Movil Peru S.A.C.,Ayacucho,control,2010-01-01,332
BellSouth Peru S.A.,Ayacucho,control,2010-01-01,NA
Nextel del Peru S.A.,Ayacucho,control,2010-01-01,0
Telefonica del Peru S.A.A.,Ayacucho,control,2010-01-01,2371
TIM Peru S.A.C.,Ayacucho,control,2010-01-01,NA
America Movil Peru S.A.C.,Cajamarca,control,2010-01-01,609
BellSouth Peru S.A.,Cajamarca,control,2010-01-01,NA
Nextel del Peru S.A.,Cajamarca,control,2010-01-01,0
Telefonica del Peru S.A.A.,Cajamarca,control,2010-01-01,9408
TIM Peru S.A.C.,Cajamarca,control,2010-01-01,NA
America Movil Peru S.A.C.,Cusco,control,2010-01-01,4677
BellSouth Peru S.A.,Cusco,control,2010-01-01,NA
Nextel del Peru S.A.,Cusco,control,2010-01-01,0
Telefonica del Peru S.A.A.,Cusco,control,2010-01-01,5464
TIM Peru S.A.C.,Cusco,control,2010-01-01,NA
America Movil Peru S.A.C.,Huancavelica,control,2010-01-01,32
BellSouth Peru S.A.,Huancavelica,control,2010-01-01,NA
Nextel del Peru S.A.,Huancavelica,control,2010-01-01,0
Telefonica del Peru S.A.A.,Huancavelica,control,2010-01-01,94
TIM Peru S.A.C.,Huancavelica,control,2010-01-01,NA
America Movil Peru S.A.C.,Huanuco,control,2010-01-01,211
BellSouth Peru S.A.,Huanuco,control,2010-01-01,NA
Nextel del Peru S.A.,Huanuco,control,2010-01-01,0
Telefonica del Peru S.A.A.,Huanuco,control,2010-01-01,2296
TIM Peru S.A.C.,Huanuco,control,2010-01-01,NA
America Movil Peru S.A.C.,Ica,control,2010-01-01,810
BellSouth Peru S.A.,Ica,control,2010-01-01,NA
Nextel del Peru S.A.,Ica,control,2010-01-01,0
Telefonica del Peru S.A.A.,Ica,control,2010-01-01,7490
TIM Peru S.A.C.,Ica,control,2010-01-01,NA
America Movil Peru S.A.C.,Junin,control,2010-01-01,810
BellSouth Peru S.A.,Junin,control,2010-01-01,NA
Nextel del Peru S.A.,Junin,control,2010-01-01,0
Telefonica del Peru S.A.A.,Junin,control,2010-01-01,5506
TIM Peru S.A.C.,Junin,control,2010-01-01,NA
America Movil Peru S.A.C.,La Libertad,control,2010-01-01,5854
BellSouth Peru S.A.,La Libertad,control,2010-01-01,NA
Nextel del Peru S.A.,La Libertad,control,2010-01-01,5
Telefonica del Peru S.A.A.,La Libertad,control,2010-01-01,16855
TIM Peru S.A.C.,La Libertad,control,2010-01-01,NA
America Movil Peru S.A.C.,Lambayeque,control,2010-01-01,2012
BellSouth Peru S.A.,Lambayeque,control,2010-01-01,NA
Nextel del Peru S.A.,Lambayeque,control,2010-01-01,0
Telefonica del Peru S.A.A.,Lambayeque,control,2010-01-01,13386
TIM Peru S.A.C.,Lambayeque,control,2010-01-01,NA
America Movil Peru S.A.C.,Lima,control,2010-01-01,43214
BellSouth Peru S.A.,Lima,control,2010-01-01,NA
Nextel del Peru S.A.,Lima,control,2010-01-01,425879
Telefonica del Peru S.A.A.,Lima,control,2010-01-01,148176
TIM Peru S.A.C.,Lima,control,2010-01-01,NA
America Movil Peru S.A.C.,Loreto,control,2010-01-01,855
BellSouth Peru S.A.,Loreto,control,2010-01-01,NA
Nextel del Peru S.A.,Loreto,control,2010-01-01,0
Telefonica del Peru S.A.A.,Loreto,control,2010-01-01,3039
TIM Peru S.A.C.,Loreto,control,2010-01-01,NA
America Movil Peru S.A.C.,Madre de Dios,control,2010-01-01,683
BellSouth Peru S.A.,Madre de Dios,control,2010-01-01,NA
Nextel del Peru S.A.,Madre de Dios,control,2010-01-01,0
Telefonica del Peru S.A.A.,Madre de Dios,control,2010-01-01,155
TIM Peru S.A.C.,Madre de Dios,control,2010-01-01,NA
America Movil Peru S.A.C.,Moquegua,control,2010-01-01,461
BellSouth Peru S.A.,Moquegua,control,2010-01-01,NA
Nextel del Peru S.A.,Moquegua,control,2010-01-01,0
Telefonica del Peru S.A.A.,Moquegua,control,2010-01-01,2673
TIM Peru S.A.C.,Moquegua,control,2010-01-01,NA
America Movil Peru S.A.C.,Pasco,control,2010-01-01,24
BellSouth Peru S.A.,Pasco,control,2010-01-01,NA
Nextel del Peru S.A.,Pasco,control,2010-01-01,0
Telefonica del Peru S.A.A.,Pasco,control,2010-01-01,581
TIM Peru S.A.C.,Pasco,control,2010-01-01,NA
America Movil Peru S.A.C.,Piura,control,2010-01-01,1433
BellSouth Peru S.A.,Piura,control,2010-01-01,NA
Nextel del Peru S.A.,Piura,control,2010-01-01,0
Telefonica del Peru S.A.A.,Piura,control,2010-01-01,15202
TIM Peru S.A.C.,Piura,control,2010-01-01,NA
America Movil Peru S.A.C.,Puno,control,2010-01-01,691
BellSouth Peru S.A.,Puno,control,2010-01-01,NA
Nextel del Peru S.A.,Puno,control,2010-01-01,0
Telefonica del Peru S.A.A.,Puno,control,2010-01-01,4467
TIM Peru S.A.C.,Puno,control,2010-01-01,NA
America Movil Peru S.A.C.,San Martin,control,2010-01-01,435
BellSouth Peru S.A.,San Martin,control,2010-01-01,NA
Nextel del Peru S.A.,San Martin,control,2010-01-01,0
Telefonica del Peru S.A.A.,San Martin,control,2010-01-01,1660
TIM Peru S.A.C.,San Martin,control,2010-01-01,NA
America Movil Peru S.A.C.,Tacna,control,2010-01-01,1322
BellSouth Peru S.A.,Tacna,control,2010-01-01,NA
Nextel del Peru S.A.,Tacna,control,2010-01-01,0
Telefonica del Peru S.A.A.,Tacna,control,2010-01-01,7449
TIM Peru S.A.C.,Tacna,control,2010-01-01,NA
America Movil Peru S.A.C.,Tumbes,control,2010-01-01,97
BellSouth Peru S.A.,Tumbes,control,2010-01-01,NA
Nextel del Peru S.A.,Tumbes,control,2010-01-01,0
Telefonica del Peru S.A.A.,Tumbes,control,2010-01-01,2792
TIM Peru S.A.C.,Tumbes,control,2010-01-01,NA
America Movil Peru S.A.C.,Ucayali,control,2010-01-01,136
BellSouth Peru S.A.,Ucayali,control,2010-01-01,NA
Nextel del Peru S.A.,Ucayali,control,2010-01-01,0
Telefonica del Peru S.A.A.,Ucayali,control,2010-01-01,3391
TIM Peru S.A.C.,Ucayali,control,2010-01-01,NA
America Movil Peru S.A.C.,Amazonas,postpago,2010-01-01,616
BellSouth Peru S.A.,Amazonas,postpago,2010-01-01,NA
Nextel del Peru S.A.,Amazonas,postpago,2010-01-01,0
Telefonica del Peru S.A.A.,Amazonas,postpago,2010-01-01,4037
TIM Peru S.A.C.,Amazonas,postpago,2010-01-01,NA
America Movil Peru S.A.C.,Ancash,postpago,2010-01-01,7330
BellSouth Peru S.A.,Ancash,postpago,2010-01-01,NA
Nextel del Peru S.A.,Ancash,postpago,2010-01-01,0
Telefonica del Peru S.A.A.,Ancash,postpago,2010-01-01,25642
TIM Peru S.A.C.,Ancash,postpago,2010-01-01,NA
America Movil Peru S.A.C.,Apurimac,postpago,2010-01-01,1714
BellSouth Peru S.A.,Apurimac,postpago,2010-01-01,NA
Nextel del Peru S.A.,Apurimac,postpago,2010-01-01,0
Telefonica del Peru S.A.A.,Apurimac,postpago,2010-01-01,3872
TIM Peru S.A.C.,Apurimac,postpago,2010-01-01,NA
America Movil Peru S.A.C.,Arequipa,postpago,2010-01-01,61911
BellSouth Peru S.A.,Arequipa,postpago,2010-01-01,NA
Nextel del Peru S.A.,Arequipa,postpago,2010-01-01,0
Telefonica del Peru S.A.A.,Arequipa,postpago,2010-01-01,54845
TIM Peru S.A.C.,Arequipa,postpago,2010-01-01,NA
America Movil Peru S.A.C.,Ayacucho,postpago,2010-01-01,2916
BellSouth Peru S.A.,Ayacucho,postpago,2010-01-01,NA
Nextel del Peru S.A.,Ayacucho,postpago,2010-01-01,0
Telefonica del Peru S.A.A.,Ayacucho,postpago,2010-01-01,19724
TIM Peru S.A.C.,Ayacucho,postpago,2010-01-01,NA
America Movil Peru S.A.C.,Cajamarca,postpago,2010-01-01,21722
BellSouth Peru S.A.,Cajamarca,postpago,2010-01-01,NA
